TimeStep,SimulationTime,TotalElapsedTime,ForceCalcTime,PositionUpdateTime,VelocityUpdateTime,ForceCalcPercentage,PositionUpdatePercentage,VelocityUpdatePercentage,NumberOfBodies
5020,50.199999,0.026716,0.026694,0.000003,0.000018,99.917897,0.010709,0.067824,1000
5030,50.299999,0.026400,0.026378,0.000003,0.000018,99.916915,0.010837,0.068635,1000
5040,50.399999,0.026400,0.026378,0.000003,0.000018,99.916915,0.010837,0.068635,1000
5050,50.499999,0.026324,0.026302,0.000002,0.000017,99.915769,0.008151,0.064305,1000
5060,50.599999,0.026322,0.026300,0.000003,0.000018,99.915763,0.010869,0.068839,1000
5070,50.699999,0.026416,0.026394,0.000003,0.000017,99.916965,0.011733,0.064082,1000
5080,50.799999,0.026276,0.026254,0.000003,0.000018,99.916522,0.011796,0.068053,1000
5090,50.899999,0.026332,0.026310,0.000003,0.000018,99.916700,0.011771,0.067908,1000
5100,50.999999,0.026359,0.026338,0.000002,0.000018,99.921308,0.007236,0.067838,1000
5110,51.099999,0.026323,0.026301,0.000003,0.000018,99.916671,0.011775,0.067931,1000
5120,51.199999,0.026281,0.026259,0.000003,0.000018,99.915632,0.011793,0.068946,1000
5130,51.299999,0.026281,0.026258,0.000003,0.000017,99.912909,0.011794,0.064411,1000
5140,51.399999,0.026279,0.026257,0.000003,0.000018,99.914718,0.011794,0.068951,1000
5150,51.499999,0.026532,0.026509,0.000003,0.000017,99.913733,0.010783,0.064700,1000
5160,51.599999,0.026278,0.026256,0.000003,0.000018,99.915622,0.011795,0.068047,1000
5170,51.699999,0.026461,0.026439,0.000003,0.000017,99.916206,0.010812,0.064873,1000
5180,51.799999,0.026366,0.026344,0.000003,0.000017,99.916808,0.011755,0.064203,1000
5190,51.899999,0.026676,0.026654,0.000003,0.000018,99.916881,0.010725,0.067925,1000
5200,51.999999,0.026323,0.026302,0.000002,0.000018,99.920295,0.007246,0.068836,1000
5210,52.099999,0.026322,0.026300,0.000003,0.000018,99.916668,0.011775,0.067934,1000
5220,52.199999,0.026281,0.026259,0.000003,0.000017,99.916539,0.010886,0.064410,1000
5230,52.299999,0.026377,0.026355,0.000003,0.000018,99.915938,0.011751,0.067792,1000
5240,52.399999,0.026275,0.026253,0.000003,0.000017,99.915613,0.010889,0.065332,1000
5250,52.499999,0.026310,0.026288,0.000002,0.000018,99.916630,0.007250,0.068871,1000
5260,52.599999,0.026378,0.026356,0.000003,0.000018,99.916845,0.011750,0.067789,1000
5270,52.699999,0.026428,0.026406,0.000003,0.000018,99.917003,0.011728,0.067661,1000
5280,52.799999,0.026313,0.026292,0.000002,0.000018,99.920265,0.007249,0.068862,1000
5290,52.899999,0.026283,0.026261,0.000003,0.000018,99.916545,0.010885,0.068941,1000
5300,52.999999,0.026505,0.026483,0.000003,0.000017,99.917244,0.010794,0.063866,1000
5310,53.099999,0.026329,0.026308,0.000002,0.000018,99.920313,0.007244,0.068821,1000
5320,53.199999,0.026392,0.026370,0.000003,0.000018,99.916889,0.010841,0.068657,1000
5330,53.299999,0.026316,0.026294,0.000003,0.000018,99.916649,0.011778,0.067949,1000
5340,53.399999,0.026636,0.026614,0.000003,0.000017,99.917651,0.010741,0.063552,1000
5350,53.499999,0.026400,0.026378,0.000003,0.000017,99.916915,0.010837,0.065023,1000
5360,53.599999,0.026446,0.026425,0.000002,0.000018,99.920666,0.007212,0.068516,1000
5370,53.699999,0.026482,0.026460,0.000003,0.000017,99.917172,0.011704,0.063922,1000
5380,53.799999,0.026302,0.026281,0.000003,0.000017,99.919325,0.011784,0.064359,1000
5390,53.899999,0.026402,0.026381,0.000002,0.000017,99.920533,0.008127,0.064115,1000
5400,53.999999,0.026496,0.026474,0.000003,0.000018,99.916316,0.010798,0.068387,1000
5410,54.099999,0.026318,0.026296,0.000003,0.000018,99.915750,0.011777,0.068849,1000
5420,54.199999,0.026460,0.026439,0.000002,0.000018,99.919807,0.007208,0.068480,1000
5430,54.299999,0.026455,0.026433,0.000003,0.000017,99.917087,0.011716,0.063987,1000
5440,54.399999,0.026500,0.026478,0.000003,0.000018,99.917228,0.010796,0.068377,1000
5450,54.499999,0.026560,0.026538,0.000003,0.000018,99.917415,0.010772,0.068222,1000
5460,54.599999,0.026458,0.026436,0.000003,0.000017,99.917096,0.011715,0.063980,1000
5470,54.699999,0.026485,0.026463,0.000003,0.000018,99.917181,0.010802,0.068415,1000
5480,54.799999,0.026488,0.026467,0.000002,0.000018,99.920791,0.007201,0.068407,1000
5490,54.899999,0.026742,0.026720,0.000003,0.000017,99.917977,0.010699,0.064192,1000
5500,54.999999,0.026416,0.026395,0.000002,0.000018,99.919673,0.008123,0.067691,1000
5510,55.099999,0.026568,0.026546,0.000003,0.000018,99.916543,0.011666,0.068201,1000
5520,55.199999,0.026982,0.026959,0.000003,0.000019,99.914289,0.011487,0.070689,1000
5530,55.299999,0.026562,0.026540,0.000003,0.000017,99.917421,0.010771,0.063729,1000
5540,55.399999,0.026498,0.026475,0.000003,0.000019,99.913622,0.011697,0.071082,1000
5550,55.499999,0.026276,0.026254,0.000003,0.000018,99.916522,0.011796,0.068053,1000
5560,55.599999,0.026409,0.026386,0.000003,0.000018,99.913332,0.011736,0.067710,1000
5570,55.699999,0.026279,0.026257,0.000003,0.000017,99.916532,0.011794,0.064415,1000
5580,55.799999,0.026273,0.026251,0.000003,0.000018,99.916513,0.010890,0.068967,1000
5590,55.899999,0.026301,0.026279,0.000003,0.000017,99.916602,0.011785,0.064362,1000
5600,55.999999,0.026276,0.026254,0.000003,0.000018,99.915616,0.011796,0.068052,1000
5610,56.099999,0.026411,0.026389,0.000003,0.000018,99.916950,0.011735,0.067704,1000
5620,56.199999,0.026307,0.026285,0.000003,0.000018,99.915715,0.011782,0.067972,1000
5630,56.299999,0.026279,0.026258,0.000002,0.000018,99.920161,0.008165,0.068044,1000
5640,56.399999,0.026280,0.026258,0.000003,0.000018,99.915629,0.010887,0.068949,1000
5650,56.499999,0.026418,0.026396,0.000003,0.000017,99.916069,0.011732,0.064077,1000
5660,56.599999,0.026565,0.026542,0.000002,0.000018,99.912944,0.007180,0.068209,1000
5670,56.699999,0.026280,0.026259,0.000002,0.000018,99.920164,0.008165,0.068042,1000
5680,56.799999,0.026577,0.026555,0.000003,0.000018,99.917468,0.011662,0.067281,1000
5690,56.899999,0.026310,0.026287,0.000003,0.000017,99.913006,0.011780,0.064340,1000
5700,56.999999,0.026557,0.026535,0.000003,0.000018,99.917406,0.011671,0.067332,1000
5710,57.099999,0.026389,0.026367,0.000003,0.000017,99.916880,0.011745,0.064147,1000
5720,57.199999,0.026277,0.026255,0.000003,0.000017,99.916526,0.010888,0.065327,1000
5730,57.299999,0.026315,0.026293,0.000003,0.000018,99.916646,0.010872,0.068857,1000
5740,57.399999,0.026321,0.026300,0.000002,0.000018,99.920288,0.008152,0.067936,1000
5750,57.499999,0.026279,0.026258,0.000003,0.000017,99.920161,0.010887,0.065323,1000
5760,57.599999,0.026353,0.026331,0.000003,0.000018,99.916766,0.011761,0.067854,1000
5770,57.699999,0.026278,0.026257,0.000003,0.000017,99.920158,0.011795,0.064418,1000
5780,57.799999,0.026281,0.026259,0.000003,0.000017,99.915632,0.011793,0.064410,1000
5790,57.899999,0.026324,0.026302,0.000003,0.000018,99.916675,0.011774,0.067928,1000
5800,57.999999,0.026317,0.026296,0.000002,0.000018,99.920276,0.008154,0.067946,1000
5810,58.099999,0.026485,0.026462,0.000003,0.000017,99.912680,0.011703,0.063914,1000
5820,58.199999,0.026282,0.026260,0.000003,0.000018,99.916541,0.011793,0.068037,1000
5830,58.299999,0.026282,0.026259,0.000003,0.000018,99.912006,0.011793,0.068944,1000
5840,58.399999,0.026316,0.026293,0.000003,0.000017,99.912120,0.010872,0.064324,1000
5850,58.499999,0.026284,0.026263,0.000003,0.000017,99.920176,0.010885,0.064403,1000
5860,58.599999,0.026357,0.026335,0.000002,0.000018,99.916779,0.007237,0.068748,1000
5870,58.699999,0.026423,0.026401,0.000003,0.000018,99.916987,0.011730,0.067674,1000
5880,58.799999,0.026483,0.026462,0.000002,0.000018,99.919876,0.008102,0.067520,1000
5890,58.899999,0.026356,0.026335,0.000002,0.000018,99.920394,0.008141,0.067846,1000
5900,58.999999,0.026287,0.026265,0.000003,0.000018,99.915651,0.011791,0.068024,1000
5910,59.099999,0.026322,0.026299,0.000003,0.000018,99.913045,0.011775,0.067934,1000
5920,59.199999,0.026279,0.026257,0.000003,0.000018,99.916532,0.010887,0.068952,1000
5930,59.299999,0.026432,0.026409,0.000003,0.000018,99.912505,0.011726,0.067650,1000
5940,59.399999,0.026490,0.026468,0.000003,0.000018,99.917197,0.011700,0.067502,1000
5950,59.499999,0.026359,0.026337,0.000003,0.000017,99.916785,0.011759,0.064220,1000
5960,59.599999,0.026369,0.026347,0.000003,0.000017,99.916817,0.011754,0.064196,1000
5970,59.699999,0.026337,0.026315,0.000003,0.000018,99.916716,0.011768,0.067895,1000
5980,59.799999,0.026794,0.026772,0.000003,0.000018,99.918136,0.011568,0.066737,1000
5990,59.899999,0.026561,0.026539,0.000003,0.000017,99.917418,0.010772,0.064629,1000
6000,59.999999,0.026463,0.026439,0.000003,0.000019,99.909004,0.011712,0.072076,1000
6010,60.099999,0.026316,0.026295,0.000002,0.000018,99.920274,0.007248,0.068854,1000
6020,60.199999,0.026355,0.026332,0.000003,0.000017,99.913154,0.010856,0.065134,1000
6030,60.299999,0.026521,0.026499,0.000003,0.000018,99.915497,0.011687,0.068322,1000
6040,60.399999,0.026438,0.026416,0.000003,0.000017,99.917034,0.011723,0.064028,1000
6050,60.499999,0.026612,0.026590,0.000003,0.000017,99.917576,0.011647,0.063610,1000
6060,60.599999,0.026520,0.026498,0.000002,0.000018,99.916392,0.008091,0.067426,1000
6070,60.699999,0.026485,0.026463,0.000003,0.000017,99.915382,0.011703,0.063914,1000
6080,60.799999,0.026586,0.026565,0.000002,0.000018,99.920187,0.008071,0.067259,1000
6090,60.899999,0.026699,0.026676,0.000003,0.000017,99.913380,0.011609,0.063402,1000
6100,60.999999,0.026410,0.026388,0.000003,0.000017,99.916044,0.011736,0.064096,1000
6110,61.099999,0.026493,0.026472,0.000002,0.000018,99.920806,0.007199,0.068395,1000
6120,61.199999,0.026547,0.026524,0.000003,0.000018,99.913782,0.010777,0.068256,1000
6130,61.299999,0.026772,0.026750,0.000003,0.000018,99.917179,0.011577,0.066791,1000
6140,61.399999,0.026465,0.026444,0.000002,0.000018,99.920722,0.008108,0.067566,1000
6150,61.499999,0.026590,0.026567,0.000003,0.000019,99.913922,0.010760,0.071732,1000
6160,61.599999,0.026380,0.026356,0.000003,0.000020,99.909621,0.011749,0.075015,1000
6170,61.699999,0.026294,0.026271,0.000003,0.000019,99.912046,0.011788,0.071633,1000
6180,61.799999,0.026366,0.026343,0.000003,0.000017,99.913191,0.010851,0.064203,1000
6190,61.899999,0.026445,0.026422,0.000003,0.000018,99.912549,0.010819,0.068518,1000
6200,61.999999,0.026320,0.026299,0.000002,0.000017,99.920286,0.008153,0.064315,1000
6210,62.099999,0.026536,0.026514,0.000003,0.000017,99.917341,0.010782,0.064690,1000
6220,62.199999,0.026343,0.026321,0.000003,0.000018,99.916735,0.010861,0.068784,1000
6230,62.299999,0.026398,0.026376,0.000003,0.000018,99.916006,0.010838,0.068640,1000
6240,62.399999,0.026285,0.026264,0.000002,0.000018,99.920179,0.008163,0.068029,1000
6250,62.499999,0.026485,0.026463,0.000003,0.000018,99.917181,0.010802,0.068415,1000
6260,62.599999,0.026429,0.026407,0.000003,0.000017,99.916104,0.011727,0.064049,1000
6270,62.699999,0.026391,0.026369,0.000003,0.000018,99.915983,0.011744,0.067756,1000
6280,62.799999,0.026302,0.026281,0.000002,0.000018,99.921137,0.007252,0.067985,1000
6290,62.899999,0.026362,0.026340,0.000003,0.000018,99.916795,0.011757,0.067830,1000
6300,62.999999,0.026322,0.026300,0.000003,0.000018,99.916668,0.010869,0.068839,1000
6310,63.099999,0.026392,0.026370,0.000003,0.000018,99.916889,0.011744,0.067753,1000
6320,63.199999,0.026377,0.026355,0.000003,0.000018,99.916842,0.011751,0.067792,1000
6330,63.299999,0.026330,0.026308,0.000003,0.000018,99.916694,0.011772,0.067913,1000
6340,63.399999,0.026278,0.026257,0.000003,0.000017,99.920158,0.011795,0.064418,1000
6350,63.499999,0.026280,0.026259,0.000002,0.000017,99.920164,0.008165,0.064413,1000
6360,63.599999,0.026506,0.026483,0.000003,0.000018,99.912749,0.011693,0.067462,1000
6370,63.699999,0.026287,0.026265,0.000003,0.000017,99.915651,0.011791,0.064396,1000
6380,63.799999,0.026305,0.026283,0.000003,0.000018,99.916615,0.010876,0.068884,1000
6390,63.899999,0.026280,0.026258,0.000003,0.000018,99.916535,0.010887,0.068949,1000
6400,63.999999,0.026351,0.026329,0.000003,0.000018,99.916760,0.010857,0.068763,1000
6410,64.099999,0.026905,0.026883,0.000003,0.000018,99.917588,0.011520,0.066461,1000
6420,64.199999,0.026411,0.026389,0.000003,0.000017,99.916047,0.011735,0.064093,1000
6430,64.299999,0.026595,0.026573,0.000002,0.000018,99.918420,0.007172,0.067236,1000
6440,64.399999,0.026317,0.026295,0.000003,0.000017,99.915747,0.011777,0.064322,1000
6450,64.499999,0.026314,0.026292,0.000003,0.000017,99.916643,0.010873,0.065236,1000
6460,64.599999,0.026354,0.026331,0.000003,0.000017,99.913150,0.011761,0.064232,1000
6470,64.699999,0.026283,0.026262,0.000003,0.000017,99.920173,0.011793,0.064406,1000
6480,64.799999,0.026368,0.026346,0.000003,0.000018,99.915910,0.010850,0.068719,1000
6490,64.899999,0.027490,0.027465,0.000003,0.000019,99.909801,0.010408,0.069384,1000
6500,64.999999,0.026276,0.026255,0.000003,0.000017,99.920152,0.010888,0.065330,1000
6510,65.099999,0.026385,0.026362,0.000003,0.000018,99.912350,0.011747,0.067771,1000
6520,65.199999,0.026369,0.026347,0.000003,0.000017,99.915913,0.011754,0.064195,1000
6530,65.299999,0.026276,0.026254,0.000003,0.000017,99.916522,0.011796,0.064423,1000
6540,65.399999,0.026386,0.026364,0.000003,0.000018,99.916871,0.010843,0.068672,1000
6550,65.499999,0.026394,0.026372,0.000003,0.000018,99.916896,0.011743,0.067748,1000
6560,65.599999,0.026352,0.026331,0.000002,0.000018,99.920383,0.007238,0.068760,1000
6570,65.699999,0.026410,0.026388,0.000003,0.000018,99.916946,0.011736,0.067707,1000
6580,65.799999,0.026374,0.026352,0.000003,0.000018,99.916833,0.010848,0.068703,1000
6590,65.899999,0.026494,0.026472,0.000003,0.000018,99.917210,0.010799,0.068392,1000
6600,65.999999,0.026501,0.026479,0.000003,0.000018,99.917231,0.011696,0.067475,1000
6610,66.099999,0.026398,0.026376,0.000002,0.000018,99.916908,0.007225,0.067738,1000
6620,66.199999,0.026529,0.026506,0.000003,0.000017,99.913724,0.010784,0.063808,1000
6630,66.299999,0.026316,0.026293,0.000003,0.000018,99.913025,0.010872,0.068855,1000
6640,66.399999,0.026416,0.026394,0.000002,0.000018,99.916063,0.008123,0.067691,1000
6650,66.499999,0.026542,0.026520,0.000003,0.000017,99.915563,0.011677,0.063777,1000
6660,66.599999,0.026400,0.026378,0.000003,0.000018,99.916012,0.011740,0.067732,1000
6670,66.699999,0.026430,0.026408,0.000003,0.000018,99.917009,0.011727,0.067656,1000
6680,66.799999,0.026487,0.026465,0.000003,0.000018,99.917187,0.011702,0.067510,1000
6690,66.899999,0.026553,0.026531,0.000003,0.000018,99.917393,0.011673,0.067342,1000
6700,66.999999,0.026517,0.026495,0.000003,0.000017,99.916383,0.011688,0.063837,1000
6710,67.099999,0.026517,0.026496,0.000002,0.000018,99.920878,0.008092,0.067434,1000
6720,67.199998,0.026548,0.026526,0.000002,0.000018,99.916480,0.007184,0.068253,1000
6730,67.299998,0.026595,0.026573,0.000003,0.000018,99.917524,0.011654,0.067236,1000
6740,67.399998,0.027303,0.027281,0.000003,0.000018,99.917917,0.011352,0.066365,1000
6750,67.499998,0.026477,0.026455,0.000003,0.000017,99.916256,0.011706,0.063933,1000
6760,67.599998,0.026433,0.026411,0.000003,0.000017,99.916116,0.011726,0.064040,1000
6770,67.699998,0.026320,0.026298,0.000003,0.000018,99.916662,0.011776,0.067938,1000
6780,67.799998,0.026382,0.026360,0.000003,0.000018,99.915051,0.011748,0.068682,1000
6790,67.899998,0.026389,0.026367,0.000002,0.000017,99.915977,0.007228,0.065050,1000
6800,67.999998,0.026275,0.026253,0.000003,0.000017,99.916519,0.011796,0.064425,1000
6810,68.099998,0.026318,0.026296,0.000003,0.000018,99.916656,0.010871,0.068849,1000
6820,68.199998,0.026280,0.026258,0.000003,0.000017,99.916535,0.011794,0.064413,1000
6830,68.299998,0.026317,0.026295,0.000003,0.000018,99.916652,0.011777,0.067946,1000
6840,68.399998,0.026352,0.026331,0.000002,0.000018,99.920382,0.008143,0.067856,1000
6850,68.499998,0.026279,0.026254,0.000003,0.000021,99.904738,0.011794,0.079839,1000
6860,68.599998,0.026404,0.026383,0.000002,0.000018,99.920540,0.007224,0.068625,1000
6870,68.699998,0.026668,0.026645,0.000003,0.000017,99.913280,0.011622,0.063476,1000
6880,68.799998,0.026321,0.026300,0.000002,0.000018,99.920288,0.007247,0.068842,1000
6890,68.899998,0.026511,0.026487,0.000003,0.000017,99.910068,0.011691,0.063852,1000
6900,68.999998,0.026391,0.026368,0.000003,0.000018,99.912369,0.011744,0.067756,1000
6910,69.099998,0.026286,0.026264,0.000003,0.000018,99.916554,0.011791,0.068027,1000
6920,69.199998,0.026363,0.026341,0.000003,0.000018,99.915894,0.011757,0.068732,1000
6930,69.299998,0.026453,0.026431,0.000003,0.000017,99.917081,0.010815,0.064893,1000
6940,69.399998,0.026329,0.026307,0.000003,0.000018,99.916690,0.011772,0.067916,1000
6950,69.499998,0.026317,0.026295,0.000003,0.000018,99.916652,0.011777,0.067946,1000
6960,69.599998,0.026360,0.026338,0.000002,0.000017,99.916788,0.008140,0.064218,1000
6970,69.699998,0.026301,0.026280,0.000003,0.000017,99.920228,0.011785,0.064362,1000
6980,69.799998,0.026305,0.026283,0.000003,0.000018,99.916615,0.011783,0.067977,1000
6990,69.899998,0.026315,0.026293,0.000003,0.000018,99.916646,0.010872,0.068857,1000
7000,69.999998,0.026322,0.026300,0.000003,0.000018,99.916669,0.010869,0.068839,1000
7010,70.099998,0.026329,0.026307,0.000003,0.000018,99.916691,0.010866,0.068821,1000
7020,70.199998,0.026317,0.026295,0.000003,0.000018,99.916652,0.011777,0.067946,1000
7030,70.299998,0.026416,0.026394,0.000003,0.000018,99.916063,0.011733,0.067691,1000
7040,70.399998,0.026311,0.026288,0.000003,0.000017,99.911197,0.011780,0.064337,1000
7050,70.499998,0.026277,0.026256,0.000003,0.000017,99.920155,0.011795,0.064421,1000
7060,70.599998,0.026318,0.026296,0.000003,0.000018,99.916656,0.010871,0.068849,1000
7070,70.699998,0.026365,0.026343,0.000003,0.000017,99.915900,0.011756,0.064205,1000
7080,70.799998,0.026286,0.026265,0.000002,0.000018,99.920182,0.007256,0.068934,1000
7090,70.899998,0.026338,0.026316,0.000003,0.000017,99.916719,0.010863,0.065176,1000
7100,70.999998,0.026638,0.026616,0.000003,0.000018,99.917656,0.011636,0.067128,1000
7110,71.099998,0.026366,0.026344,0.000003,0.000018,99.916808,0.010851,0.068724,1000
7120,71.199998,0.026476,0.026454,0.000003,0.000018,99.916253,0.010806,0.068438,1000
7130,71.299998,0.026373,0.026351,0.000003,0.000017,99.916829,0.011752,0.064186,1000
7140,71.399998,0.026317,0.026295,0.000003,0.000017,99.916652,0.011777,0.064323,1000
7150,71.499998,0.026329,0.026308,0.000002,0.000018,99.920313,0.008150,0.067915,1000
7160,71.599998,0.026411,0.026389,0.000002,0.000018,99.916950,0.007222,0.068607,1000
7170,71.699998,0.026275,0.026254,0.000002,0.000017,99.920149,0.008167,0.064425,1000
7180,71.799998,0.026402,0.026380,0.000003,0.000018,99.916018,0.011739,0.067727,1000
7190,71.899998,0.026308,0.026286,0.000003,0.000018,99.916624,0.010875,0.068876,1000
7200,71.999998,0.026441,0.026415,0.000003,0.000022,99.901715,0.011722,0.082956,1000
7210,72.099998,0.026573,0.026551,0.000003,0.000018,99.917455,0.011664,0.067292,1000
7220,72.199998,0.026280,0.026259,0.000002,0.000018,99.920164,0.008165,0.068042,1000
7230,72.299998,0.026601,0.026562,0.000005,0.000033,99.853906,0.018822,0.123687,1000
7240,72.399998,0.026456,0.026434,0.000003,0.000018,99.917090,0.011716,0.067589,1000
7250,72.499998,0.026397,0.026375,0.000003,0.000018,99.916905,0.011742,0.067740,1000
7260,72.599998,0.026498,0.026476,0.000003,0.000018,99.917222,0.011697,0.067482,1000
7270,72.699998,0.026585,0.026563,0.000003,0.000018,99.917493,0.010762,0.068158,1000
7280,72.799998,0.026517,0.026495,0.000003,0.000018,99.917281,0.011689,0.067434,1000
7290,72.899998,0.026546,0.026525,0.000002,0.000018,99.920066,0.008083,0.067360,1000
7300,72.999998,0.026601,0.026579,0.000003,0.000018,99.917543,0.010755,0.068117,1000
7310,73.099998,0.026621,0.026599,0.000003,0.000018,99.917605,0.010747,0.068066,1000
7320,73.199998,0.026539,0.026517,0.000003,0.000018,99.917349,0.011679,0.067378,1000
7330,73.299998,0.026551,0.026529,0.000003,0.000018,99.917387,0.010776,0.068245,1000
7340,73.399998,0.026652,0.026628,0.000003,0.000020,99.908755,0.011629,0.075143,1000
7350,73.499998,0.026975,0.026953,0.000003,0.000018,99.918686,0.011490,0.066289,1000
7360,73.599998,0.026356,0.026334,0.000002,0.000018,99.915871,0.008141,0.067846,1000
7370,73.699998,0.026323,0.026300,0.000003,0.000017,99.913048,0.011775,0.064308,1000
7380,73.799998,0.026314,0.026292,0.000003,0.000018,99.916643,0.010873,0.068860,1000
7390,73.899998,0.026323,0.026301,0.000003,0.000018,99.916672,0.010869,0.068836,1000
7400,73.999998,0.026368,0.026346,0.000003,0.000017,99.916814,0.011755,0.064198,1000
7410,74.099998,0.026318,0.026296,0.000003,0.000017,99.916656,0.010871,0.065226,1000
7420,74.199998,0.026578,0.026556,0.000003,0.000018,99.917471,0.010765,0.068176,1000
7430,74.299998,0.026324,0.026302,0.000003,0.000018,99.915769,0.011774,0.067928,1000
7440,74.399998,0.026403,0.026382,0.000002,0.000018,99.920536,0.007224,0.068628,1000
7450,74.499998,0.026356,0.026334,0.000003,0.000017,99.916776,0.011760,0.064227,1000
7460,74.599998,0.026471,0.026449,0.000002,0.000018,99.917137,0.008106,0.067551,1000
7470,74.699998,0.026371,0.026348,0.000003,0.000017,99.912303,0.011753,0.064191,1000
7480,74.799998,0.026276,0.026253,0.000003,0.000018,99.912893,0.011796,0.068053,1000
7490,74.899998,0.026320,0.026297,0.000003,0.000018,99.913039,0.011776,0.067938,1000
7500,74.999998,0.026359,0.026337,0.000003,0.000018,99.915881,0.011759,0.067838,1000
7510,75.099998,0.026318,0.026296,0.000003,0.000018,99.915750,0.011777,0.067943,1000
7520,75.199998,0.026438,0.026416,0.000003,0.000018,99.916132,0.011723,0.068537,1000
7530,75.299998,0.026346,0.026324,0.000003,0.000018,99.915839,0.011764,0.067871,1000
7540,75.399998,0.026310,0.026288,0.000003,0.000018,99.916630,0.011780,0.067964,1000
7550,75.499998,0.026360,0.026339,0.000002,0.000018,99.920407,0.007236,0.068740,1000
7560,75.599998,0.026350,0.026328,0.000002,0.000018,99.915852,0.008143,0.067861,1000
7570,75.699998,0.026609,0.026587,0.000003,0.000018,99.916672,0.010752,0.068096,1000
7580,75.799998,0.026307,0.026285,0.000003,0.000017,99.916621,0.011782,0.064347,1000
7590,75.899998,0.026276,0.026255,0.000002,0.000018,99.920152,0.007259,0.068959,1000
7600,75.999998,0.026275,0.026254,0.000002,0.000018,99.921056,0.007259,0.068055,1000
7610,76.099998,0.026330,0.026308,0.000003,0.000017,99.916694,0.011772,0.064291,1000
7620,76.199998,0.026313,0.026290,0.000003,0.000018,99.912110,0.011779,0.067956,1000
7630,76.299998,0.026321,0.026299,0.000003,0.000018,99.915760,0.010870,0.068841,1000
7640,76.399998,0.026372,0.026350,0.000002,0.000018,99.916826,0.007232,0.068709,1000
7650,76.499998,0.026285,0.026262,0.000003,0.000018,99.912923,0.011792,0.068029,1000
7660,76.599998,0.026317,0.026295,0.000003,0.000017,99.916653,0.010871,0.064322,1000
7670,76.699998,0.026423,0.026401,0.000003,0.000018,99.916987,0.011730,0.067674,1000
7680,76.799998,0.026283,0.026261,0.000002,0.000018,99.915638,0.008164,0.068034,1000
7690,76.899998,0.026303,0.026281,0.000003,0.000017,99.916609,0.011784,0.064356,1000
7700,76.999998,0.026363,0.026341,0.000003,0.000018,99.916798,0.011757,0.067828,1000
7710,77.099998,0.026324,0.026302,0.000003,0.000018,99.916675,0.010868,0.068834,1000
7720,77.199998,0.026288,0.026267,0.000002,0.000018,99.920189,0.007256,0.068928,1000
7730,77.299998,0.026384,0.026361,0.000003,0.000018,99.913249,0.011747,0.067774,1000
7740,77.399998,0.026366,0.026344,0.000003,0.000018,99.915903,0.011755,0.068724,1000
7750,77.499998,0.026361,0.026339,0.000003,0.000018,99.916792,0.010853,0.068737,1000
7760,77.599998,0.026548,0.026526,0.000003,0.000018,99.917378,0.010777,0.068253,1000
7770,77.699998,0.026402,0.026380,0.000003,0.000018,99.916921,0.010836,0.068630,1000
7780,77.799998,0.026319,0.026297,0.000003,0.000017,99.916659,0.010871,0.065223,1000
7790,77.899998,0.026446,0.026425,0.000002,0.000018,99.920666,0.007212,0.068516,1000
7800,77.999998,0.026280,0.026258,0.000003,0.000018,99.916535,0.011794,0.068042,1000
7810,78.099998,0.026575,0.026554,0.000002,0.000018,99.921051,0.007177,0.068183,1000
7820,78.199998,0.026547,0.026525,0.000003,0.000018,99.917375,0.011675,0.067358,1000
7830,78.299998,0.026381,0.026358,0.000003,0.000018,99.913240,0.010845,0.068685,1000
7840,78.399998,0.026641,0.026619,0.000002,0.000018,99.917666,0.008054,0.067120,1000
7850,78.499998,0.026462,0.026439,0.000003,0.000018,99.912605,0.011713,0.067574,1000
7860,78.599998,0.026482,0.026460,0.000003,0.000018,99.917172,0.011704,0.067523,1000
7870,78.699998,0.026535,0.026514,0.000002,0.000018,99.920033,0.008087,0.067388,1000
7880,78.799998,0.026544,0.026521,0.000003,0.000018,99.913772,0.011677,0.067365,1000
7890,78.899998,0.026489,0.026467,0.000003,0.000017,99.916294,0.011701,0.063905,1000
7900,78.999998,0.026612,0.026590,0.000003,0.000018,99.917577,0.010751,0.068089,1000
7910,79.099998,0.026586,0.026563,0.000003,0.000017,99.913909,0.010761,0.064568,1000
7920,79.199998,0.026461,0.026439,0.000003,0.000017,99.917106,0.011713,0.063973,1000
7930,79.299998,0.026700,0.026678,0.000003,0.000018,99.917848,0.010715,0.067864,1000
7940,79.399998,0.026443,0.026421,0.000003,0.000018,99.917050,0.011721,0.067622,1000
7950,79.499998,0.026467,0.026445,0.000002,0.000018,99.916225,0.007206,0.068462,1000
7960,79.599998,0.026533,0.026508,0.000003,0.000020,99.906548,0.010783,0.075481,1000
7970,79.699998,0.026280,0.026258,0.000003,0.000017,99.916535,0.011794,0.064413,1000
7980,79.799998,0.026488,0.026466,0.000003,0.000018,99.916291,0.011701,0.068407,1000
7990,79.899998,0.026339,0.026317,0.000003,0.000017,99.917627,0.010862,0.064269,1000
8000,79.999998,0.026418,0.026396,0.000003,0.000018,99.916971,0.010830,0.068589,1000
8010,80.099998,0.026515,0.026493,0.000003,0.000018,99.916376,0.011689,0.068338,1000
8020,80.199998,0.026276,0.026253,0.000003,0.000017,99.912894,0.010888,0.064422,1000
8030,80.299998,0.026319,0.026297,0.000002,0.000018,99.916659,0.007247,0.068847,1000
