ParticleID,X,Y,Z
515,-6.18771e+07,1.03889e+09,-1.60245e+07
516,-1.68423e+08,1.21739e+09,-1.73326e+08
517,-2.39171e+08,1.04101e+09,-9.29145e+08
518,9.57999e+06,1.02621e+09,-1.19346e+09
519,-1.29575e+06,7.22149e+08,-1.21718e+09
520,-1.1589e+08,5.36964e+08,1.14791e+09
521,-6.20171e+06,6.52123e+08,9.22699e+08
522,-1.75642e+08,5.07146e+08,6.22093e+08
523,-1.04e+08,7.50451e+08,2.73452e+08
524,-9.07172e+07,7.24614e+08,5.97618e+07
525,-2.04604e+08,7.06205e+08,3.29659e+07
526,-2.00424e+08,7.09611e+08,-3.1573e+08
527,-1.23734e+08,7.98467e+08,-8.49528e+08
528,-1.19688e+08,8.51201e+08,-1.07837e+09
529,5.16891e+07,5.75924e+08,-1.42219e+09
530,-1.66989e+08,2.57896e+08,1.49861e+09
531,-4.91357e+07,2.52615e+08,9.98951e+08
532,-3.10948e+08,5.09523e+08,7.86618e+08
533,-1.24476e+08,4.68e+08,3.105e+08
534,-1.41599e+08,4.26006e+08,1.14081e+07
535,-2.58891e+08,5.26053e+08,-2.37833e+08
536,4.02837e+07,4.14467e+08,-2.48957e+08
537,-2.04526e+08,4.06082e+08,-6.2787e+08
538,-6.1736e+07,1.63418e+08,-1.18329e+09
539,-9.8992e+07,2.50264e+08,-1.47971e+09
540,-1.80527e+08,9.03362e+07,1.65731e+09
541,-2.68705e+08,7.26035e+07,1.16257e+09
542,-1.89624e+08,-4.20956e+08,6.36437e+08
543,-1.55781e+08,2.3528e+08,2.47354e+08
544,-1.07373e+08,7.87713e+07,2.01009e+07
545,1.65193e+07,1.44477e+08,-6.89603e+07
546,-3.29721e+07,1.16146e+08,-3.61269e+08
547,-1.03057e+08,4.0443e+07,-7.89146e+08
548,-1.31565e+08,8.59514e+07,-1.16546e+09
549,5.02981e+07,4.35508e+07,-1.55705e+09
550,-1.22114e+08,-2.72901e+08,1.41231e+09
551,5.23776e+08,-1.98763e+08,9.9368e+08
552,8.07883e+07,-4.06037e+07,6.29834e+08
553,-2.72995e+08,-3.70892e+07,3.1332e+08
554,-2.02229e+07,-3.3382e+08,2.21222e+08
555,-4.92006e+07,-8.50955e+07,-1.05908e+08
556,-1.88184e+08,1.18249e+08,-4.08275e+08
557,7.05308e+07,-1.64292e+08,-7.86272e+08
558,-2.78741e+07,-1.55482e+08,-1.13302e+09
559,-4.59796e+07,-1.27023e+08,-1.53059e+09
560,-1.22391e+08,-2.98308e+08,1.47738e+09
561,-1.30269e+08,-3.44917e+08,1.07482e+09
562,-7.25742e+07,-2.53496e+08,7.12819e+08
563,6.24266e+06,-4.41992e+08,4.68868e+08
564,4.04402e+07,-3.83526e+08,2.37966e+08
565,-1.30497e+08,-3.02877e+08,-7.73101e+07
566,-2.35003e+08,-3.62418e+08,-5.01158e+08
567,-3.42287e+07,-3.55208e+08,-7.80851e+08
568,2.07889e+07,-2.45274e+08,-9.87155e+08
569,1.62853e+08,-5.3331e+08,-1.12589e+09
570,-1.18391e+08,-7.17117e+08,1.34277e+09
571,1.55656e+08,-6.91122e+08,9.03094e+08
572,-1.14684e+08,-7.50449e+08,5.44327e+08
573,-1.0758e+08,-5.84015e+08,4.4796e+08
574,2.18165e+07,-7.45446e+08,1.19499e+08
575,7.39872e+06,-8.00361e+08,-1.98575e+08
576,-1.25213e+07,-5.82582e+08,-3.49475e+08
577,-9.769e+07,-4.93575e+08,-5.9487e+08
578,-9.38302e+07,-6.33448e+08,-9.00963e+08
579,-2.00558e+07,-5.37393e+08,-1.4651e+09
580,1.03209e+07,-6.94818e+08,1.2708e+09
581,-7.77694e+07,-8.50404e+08,9.74416e+08
582,-3.26345e+07,-9.72242e+08,4.2264e+08
583,-2.56364e+07,-1.06225e+09,3.45187e+08
584,-7.7585e+07,-1.09591e+09,9.50683e+07
585,-8.73537e+07,-1.1825e+09,-1.19258e+08
586,-4.27718e+07,-1.0853e+09,-3.01455e+08
587,-1.49487e+07,-8.6803e+08,-5.06378e+08
588,-1.15124e+08,-7.20634e+08,-1.03506e+09
589,1.93682e+07,-7.69615e+08,-1.356e+09
590,5.1308e+07,-9.04552e+08,9.91906e+08
591,-2.06251e+07,-1.25788e+09,9.22061e+08
592,-2.1167e+08,-1.25802e+09,6.25008e+08
593,2.02604e+07,-1.43361e+09,1.7292e+08
594,1.15945e+08,-1.49852e+09,2.49322e+07
595,4.16434e+08,-1.59941e+09,-1.423e+08
596,-2.30729e+07,-1.46542e+09,-3.46964e+08
597,-6.16935e+06,-1.35544e+09,-6.05306e+08
598,-1.4398e+08,-1.26411e+09,-8.00405e+08
599,-2.49673e+08,-1.28361e+09,-9.22592e+08
600,-2.17663e+08,1.02418e+09,8.63626e+08
601,-2.58144e+08,1.33847e+09,8.37516e+08
602,-1.281e+08,1.37951e+09,4.8416e+08
603,-3.02082e+08,1.29065e+09,3.3707e+08
604,-1.1111e+08,1.49731e+09,-1.52152e+08
605,-3.6594e+08,1.57573e+09,-5.8075e+07
606,-9.66899e+07,1.37106e+09,-3.89705e+08
607,-3.40632e+08,1.53734e+09,-4.607e+08
608,-1.30001e+08,1.21926e+09,-7.22749e+08
609,-3.73098e+08,1.05497e+09,-9.82407e+08
610,-2.75179e+08,5.30952e+08,1.48786e+09
611,-2.18156e+08,8.37592e+08,9.22226e+08
612,-3.0971e+08,7.37318e+08,6.50566e+08
613,-3.46035e+08,8.72724e+08,1.78473e+08
614,-3.86012e+08,1.18405e+09,-2.31573e+07
615,-3.29725e+08,9.55767e+08,-1.28784e+07
616,-3.10343e+08,1.17265e+09,-1.97082e+08
617,-3.65941e+08,1.01043e+09,-4.92254e+08
618,-3.54631e+08,1.05208e+09,-9.48628e+08
619,3.28357e+07,-1.20731e+08,-1.45443e+09
620,-3.4907e+08,4.56001e+08,1.45229e+09
621,-4.62896e+08,5.26274e+08,9.03484e+08
622,-4.42378e+08,5.04534e+08,6.49476e+08
623,-4.24323e+08,5.76403e+08,3.43924e+08
624,-2.18645e+08,5.00686e+08,2.31947e+08
625,-4.34484e+08,1.03161e+09,-2.94228e+08
626,-3.05869e+08,7.58875e+08,-2.66058e+08
627,-3.82455e+08,7.5457e+08,-6.8576e+08
628,-4.4204e+08,5.6297e+08,-1.12457e+09
629,-2.29313e+08,7.03838e+08,-1.29666e+09
630,-4.16476e+08,3.40526e+08,1.46393e+09
631,-2.37222e+08,4.08113e+08,1.11782e+09
632,-4.12832e+08,3.75849e+08,6.39051e+08
633,-4.51391e+08,4.02156e+08,3.74808e+08
634,-3.4507e+08,4.56173e+08,1.61925e+08
635,-3.10269e+08,4.53547e+08,5.222e+06
636,-1.75072e+08,5.81165e+08,-1.0192e+08
637,-4.57038e+08,2.50141e+07,-6.90427e+08
638,-2.31205e+08,2.83591e+08,-1.03104e+09
639,-5.05946e+08,3.37374e+08,-1.62671e+09
640,-4.25591e+08,9.36079e+07,1.35282e+09
641,-3.72762e+08,1.82374e+08,9.76371e+08
642,-3.96383e+08,1.5448e+08,6.14126e+08
643,-5.55701e+08,6.38401e+07,3.98762e+08
644,-2.20174e+08,2.99151e+08,8.68263e+07
645,-4.84359e+08,2.81957e+08,-5.57843e+07
646,-2.94751e+08,1.64594e+08,-2.66891e+08
647,-4.82395e+08,3.38983e+07,-5.6829e+08
648,-3.70598e+08,7.72367e+07,-8.34043e+08
649,-2.68421e+08,2.59555e+07,-1.30814e+09
650,-2.79774e+08,-1.64509e+08,1.44771e+09
651,-7.72975e+08,-1.32357e+08,9.7078e+08
652,-2.77425e+08,-3.19341e+08,6.49644e+08
653,-5.53238e+08,-2.74214e+07,5.25248e+08
654,-4.79841e+08,-1.9064e+08,1.44828e+08
655,-3.09425e+08,1.04394e+08,-2.25184e+07
656,-2.49171e+08,-5.0512e+07,-5.61077e+08
657,-3.77814e+08,4.76404e+07,-7.58975e+08
658,-2.37484e+08,2.01636e+08,-1.13159e+09
659,-2.08801e+08,1.86145e+08,-1.46805e+09
660,-3.37738e+08,-2.79517e+08,1.54259e+09
661,-3.02949e+08,-2.89917e+08,8.31928e+08
662,-1.67501e+08,-3.26027e+08,5.503e+08
663,-3.44368e+08,-4.60085e+08,5.26805e+08
664,-3.37966e+08,-5.30408e+08,3.49178e+08
665,-4.92238e+08,-3.65627e+08,-2.05414e+08
666,-4.41879e+08,-3.7102e+08,-2.56356e+08
667,-3.19426e+08,-2.24729e+08,-4.63617e+08
668,-2.43844e+08,-3.6042e+08,-9.49283e+08
669,-3.40842e+08,-2.58653e+08,-1.67631e+09
670,-2.68174e+08,-4.48502e+08,1.41105e+09
671,-2.46823e+08,-5.45766e+08,9.03743e+08
672,-3.47554e+08,-6.0675e+08,5.95393e+08
673,-2.73924e+08,-7.77835e+08,5.38019e+08
674,-2.8905e+08,-8.62623e+08,2.71573e+08
675,-6.65929e+07,-7.4498e+08,-3.08392e+08
676,-5.11927e+08,-3.21338e+08,-4.11086e+08
677,-3.03629e+08,-6.07448e+08,-5.7051e+08
678,-2.6028e+08,-6.06261e+08,-9.20544e+08
679,-2.10543e+08,-5.42126e+08,-1.36838e+09
680,-2.17373e+08,-7.24954e+08,1.19538e+09
681,-6.1809e+08,-1.03682e+09,3.35403e+08
682,-3.0138e+08,-9.39049e+08,4.81267e+08
683,-2.90733e+08,-1.03114e+09,3.44843e+08
684,-2.17223e+08,-1.0237e+09,7.91184e+07
685,-6.11232e+08,-1.14914e+09,-6.67747e+07
686,-5.03878e+08,-8.41346e+08,-2.01279e+08
687,-8.3348e+07,-9.37598e+08,-6.31138e+08
688,-2.45249e+08,-6.75847e+08,-9.00218e+08
689,-2.72712e+08,-7.19885e+08,-1.1015e+09
690,-2.1187e+08,-9.3103e+08,9.16388e+08
691,-2.19785e+08,-1.11569e+09,8.52013e+08
692,-3.8275e+08,-1.51774e+09,7.21661e+08
693,8.71913e+06,-1.14585e+09,5.16919e+06
694,-3.85328e+08,-1.26309e+09,1.25141e+08
695,-3.31165e+08,-1.40574e+09,-1.70917e+08
696,-3.20035e+08,-1.4927e+09,-4.34741e+08
697,-2.96448e+08,-1.24206e+09,-4.38572e+08
698,-1.12728e+08,-1.21166e+09,-8.58063e+08
699,-1.46333e+08,-1.00798e+09,-1.30021e+09
700,-7.89149e+08,7.77618e+08,1.68345e+09
701,-3.73261e+08,1.18654e+09,7.42746e+08
702,-4.82391e+08,1.35417e+09,5.55305e+08
703,-6.7463e+08,1.24997e+09,3.23591e+08
704,-7.51219e+08,1.53142e+09,-1.28881e+08
705,-5.43203e+08,1.39942e+09,-1.63511e+08
706,-5.01164e+08,1.38376e+09,-4.04688e+08
707,-4.08619e+08,1.244e+09,-4.49918e+08
708,-2.67084e+08,1.12162e+09,-6.47342e+08
709,-3.9291e+08,8.77569e+08,-7.76205e+08
710,-3.64835e+08,7.57564e+08,1.03827e+09
711,-5.13294e+08,8.73179e+08,6.79457e+08
712,-4.24493e+08,1.01639e+09,7.16337e+08
713,-6.63466e+08,9.84998e+08,3.31589e+08
714,-5.18481e+08,1.0101e+09,9.34224e+07
715,-5.7062e+08,1.16481e+09,4.88811e+07
716,-6.54398e+08,1.06205e+09,-1.31832e+08
717,-5.00974e+08,9.46707e+08,-6.17184e+08
718,-5.21007e+08,9.36128e+08,-9.10911e+08
719,-3.86778e+08,7.19351e+08,-1.11162e+09
720,-5.93356e+08,3.61461e+08,1.2372e+09
721,-7.39866e+08,4.95384e+08,1.08631e+09
722,-5.92495e+08,6.08069e+08,6.18981e+08
723,-6.33241e+08,4.81153e+08,5.66618e+08
724,-5.34707e+08,5.88364e+08,1.53106e+08
725,-4.31436e+08,6.95673e+08,-3.12328e+07
726,-7.10832e+08,5.94175e+08,-9.84532e+07
727,-8.44468e+08,4.09402e+08,-6.35039e+08
728,-5.85986e+08,5.55574e+08,-9.15492e+08
729,-4.66883e+08,5.85565e+08,-1.26983e+09
730,-5.42261e+08,2.53848e+08,1.35182e+09
731,-5.20073e+08,3.79379e+08,1.00107e+09
732,-6.53827e+08,3.88132e+08,7.28735e+08
733,-6.78171e+08,3.97955e+08,2.60023e+08
734,-7.26143e+08,2.80449e+08,7.49479e+07
735,-7.53402e+08,3.57583e+08,-6.28014e+07
736,-7.30625e+08,2.54609e+08,-2.56031e+08
737,-4.99357e+08,5.56677e+08,-5.62821e+08
738,-4.33145e+08,4.47604e+08,-1.20648e+09
739,-4.66935e+08,3.59177e+08,-1.49018e+09
740,-5.44215e+08,2.10379e+08,1.28545e+09
741,-6.36452e+08,2.67727e+07,9.1791e+08
742,-7.71953e+08,6.04457e+07,5.52141e+08
743,-8.66844e+08,2.02813e+08,4.76699e+08
744,-6.16995e+08,2.00255e+08,1.56895e+08
745,-5.30687e+08,1.91502e+08,-2.21028e+08
746,-7.01139e+08,-9.36385e+07,3.20836e+08
747,-7.07825e+08,7.55958e+07,-6.65105e+08
748,-6.59511e+08,5.69149e+07,-8.2615e+08
749,-7.47794e+08,1.33813e+07,-1.20034e+09
750,-4.06741e+08,-1.72094e+08,1.32568e+09
751,-6.31483e+08,-1.45561e+07,8.88668e+08
752,-6.32343e+08,-1.03686e+08,2.248e+08
753,-8.22423e+08,1.45556e+07,3.23793e+08
754,-6.36431e+08,-2.02704e+08,3.38878e+08
755,-7.17e+08,2.22377e+08,-1.9753e+08
756,-4.61633e+08,-2.10275e+08,-3.20169e+08
757,-6.57471e+08,-4.99055e+07,-5.996e+08
758,-6.79234e+08,-4.13585e+07,-9.02218e+08
759,-4.04199e+08,-6.23075e+07,-1.50639e+09
760,-7.3366e+08,-3.47402e+07,1.22187e+09
761,-6.24896e+08,-1.16746e+08,9.48495e+08
762,-4.90759e+08,-3.37087e+08,7.19709e+08
763,-5.64652e+08,-3.32937e+08,3.89573e+08
764,-6.14784e+08,-4.91599e+08,3.65003e+08
765,-7.14269e+08,-4.66771e+08,1.95332e+08
766,-3.07641e+08,-3.33553e+08,-2.64925e+08
767,-6.55658e+08,-2.69135e+08,-6.78551e+08
768,-5.9351e+08,-3.46342e+08,-8.57302e+08
769,-6.99962e+08,-2.46017e+08,-1.40976e+09
770,-6.3186e+08,-5.42153e+08,1.3012e+09
771,-5.72885e+08,-4.45012e+08,8.17246e+08
772,-2.73788e+08,-2.58366e+08,6.79494e+08
773,-5.99103e+08,-6.46959e+08,4.59515e+08
774,-4.95344e+08,-7.99473e+08,3.57062e+08
775,-5.84148e+08,-5.50248e+08,1.43818e+08
776,-5.70082e+08,-6.20691e+08,-3.081e+08
777,-6.41374e+08,-6.11747e+08,-7.79573e+08
778,-5.38309e+08,-6.10594e+08,-9.80665e+08
779,-6.72809e+08,-3.95515e+08,-1.24663e+09
780,-4.031e+08,-8.78188e+08,1.15954e+09
781,-3.26839e+08,-8.41677e+08,8.56451e+08
782,-5.45599e+08,-8.3324e+08,5.36234e+08
783,-6.54012e+08,-8.91707e+08,3.82508e+08
784,-3.85933e+08,-1.14355e+09,1.52087e+08
785,-7.87886e+08,-8.28632e+08,-1.41517e+08
786,-7.39913e+08,-8.32884e+08,-3.68456e+08
787,-5.515e+08,-9.66029e+08,-5.4606e+08
788,-4.53539e+08,-7.49687e+08,-7.2903e+08
789,-5.43572e+08,-5.67154e+08,-1.23351e+09
790,-3.70461e+08,-1.00137e+09,8.66829e+08
791,-5.37432e+08,-1.02461e+09,7.4347e+08
792,-3.76783e+08,-1.35683e+09,5.35606e+08
793,-5.25236e+08,-1.2658e+09,2.79774e+08
794,-5.33382e+08,-1.35907e+09,2.14169e+08
795,-4.38113e+08,-1.42578e+09,-5.03764e+07
796,-4.40855e+08,-1.43501e+09,-1.2892e+08
797,-4.86755e+08,-1.34195e+09,-5.25619e+08
798,-4.6694e+08,-1.16087e+09,-7.59821e+08
799,-3.7379e+08,-1.08497e+09,-9.64681e+08
800,-2.80115e+08,9.20855e+08,7.74179e+08
801,-6.25075e+08,1.1506e+09,7.83759e+08
802,-6.40938e+08,8.77469e+08,1.41111e+08
803,-7.1353e+08,1.27434e+09,1.78422e+08
804,-9.71565e+08,1.06436e+09,1.09311e+08
805,-5.69413e+08,1.33684e+09,-7.98288e+07
806,-7.8718e+08,1.31225e+09,-2.35942e+08
807,-6.48068e+08,1.32328e+09,-4.39603e+08
808,-5.96776e+08,1.05972e+09,-4.15589e+08
809,-4.14145e+08,9.042e+08,-8.6971e+08
810,-5.69582e+08,6.97455e+08,1.12929e+09
811,-6.59537e+08,7.38002e+08,7.49094e+08
812,-6.36551e+08,5.93872e+08,5.42139e+08
813,-7.79119e+08,9.48928e+08,3.50766e+08
814,-9.87763e+08,9.58879e+08,1.67939e+08
815,-7.50191e+08,9.20377e+08,-2.05171e+08
816,-6.84956e+08,1.4137e+09,6.38835e+07
817,-6.90066e+08,1.20149e+09,-6.50201e+08
818,-6.77584e+08,8.99335e+08,-8.19047e+08
819,-5.75752e+08,6.91956e+08,-9.89097e+08
820,-7.16323e+08,3.41323e+08,1.13987e+09
821,-7.00221e+08,4.63531e+08,7.55552e+08
822,-8.76655e+08,5.39661e+08,3.70539e+08
823,-9.20935e+08,5.99559e+08,2.04707e+08
824,-1.00526e+09,7.55671e+08,8.60847e+07
825,-1.17203e+09,4.147e+08,-2.0936e+08
826,-1.11573e+09,3.28093e+08,-3.64078e+08
827,-1.05438e+09,6.33304e+08,-5.7479e+08
828,-9.55917e+08,5.18694e+08,-7.21645e+08
829,-7.19821e+08,4.87411e+08,-1.13889e+09
830,-7.93945e+08,3.13088e+08,1.27046e+09
831,-7.20935e+08,2.40186e+08,8.07116e+08
832,-8.41723e+08,4.79524e+08,5.42013e+08
833,-1.03196e+09,1.43587e+08,1.53592e+08
834,-9.12884e+08,2.67858e+08,1.86358e+08
835,-1.12568e+09,2.49314e+08,4.05568e+07
836,-9.64014e+08,3.44899e+08,-2.83729e+08
837,-1.05715e+09,3.25953e+08,-6.69909e+08
838,-7.07325e+08,4.35945e+08,-1.01809e+09
839,-7.52089e+08,3.32351e+08,-9.88013e+08
840,-6.93531e+08,2.42164e+07,1.17613e+09
841,-9.26341e+08,2.21211e+07,9.04274e+08
842,-9.25119e+08,-8.80169e+07,5.73166e+08
843,-1.02033e+09,2.43549e+08,4.89656e+08
844,-1.16099e+09,2.55375e+08,1.65302e+08
845,-1.10648e+09,2.37888e+08,-4.1854e+07
846,-1.03927e+09,4.07326e+07,-1.42143e+08
847,-8.68465e+08,3.43837e+08,-7.78888e+08
848,-6.84613e+08,3.13546e+07,-9.70208e+08
849,-8.07752e+08,1.1173e+08,-1.28391e+09
850,-7.47407e+08,5.93912e+07,1.32755e+09
851,-8.73358e+08,1.34429e+07,9.50332e+08
852,-9.97168e+08,-6.01543e+07,7.4783e+08
853,-1.17174e+09,2.4703e+07,5.1079e+08
854,-1.07366e+09,3.3142e+07,1.09617e+08
855,-1.30662e+09,-3.6036e+08,1.2488e+08
856,-9.52142e+08,-1.88409e+08,-4.13104e+08
857,-1.05832e+09,4.06684e+07,-4.32234e+08
858,-8.2666e+08,-8.29927e+07,-7.15442e+08
859,-6.54139e+08,-6.14424e+07,-1.27025e+09
860,-7.37747e+08,-3.86031e+08,1.21358e+09
861,-9.57784e+08,-4.3029e+08,8.21105e+08
862,-1.16119e+09,-2.94134e+08,6.8529e+08
863,-8.99392e+08,-3.58311e+08,3.06383e+08
864,-1.0234e+09,-4.04155e+08,1.62255e+08
865,-1.03267e+09,-2.55875e+08,-8.60353e+07
866,-9.58679e+08,-4.60756e+08,-1.5343e+08
867,-1.13201e+09,-2.76938e+08,-6.28152e+08
868,-9.26666e+08,-3.89986e+08,-9.68732e+08
869,-7.66216e+08,-2.45366e+08,-1.28566e+09
870,-8.90996e+08,-3.93508e+08,1.08862e+09
871,-8.23071e+08,-6.02951e+08,7.35304e+08
872,-8.9918e+08,-6.49653e+08,6.02281e+08
873,-1.09238e+09,-7.44207e+08,1.95162e+08
874,-1.08443e+09,-5.95405e+08,1.26019e+08
875,-9.03644e+08,-4.4465e+08,-1.39021e+08
876,-1.0856e+09,-6.10208e+08,-3.10314e+08
877,-1.195e+09,-1.19524e+08,-3.89478e+08
878,-7.13442e+08,-4.12036e+08,-9.41092e+08
879,-6.9599e+08,-3.4355e+08,-1.12941e+09
880,-5.48982e+08,-6.33676e+08,1.19956e+09
881,-7.84705e+08,-6.67339e+08,5.67004e+08
882,-8.04185e+08,-7.64815e+08,4.44723e+08
883,-9.07835e+08,-1.02478e+09,3.19401e+08
884,-8.42805e+08,-8.99249e+08,2.78488e+08
885,-1.08653e+09,-9.68697e+08,-1.92394e+08
886,-7.77217e+08,-6.60587e+08,-8.30815e+08
887,-5.4113e+08,-6.48452e+08,-8.12898e+08
888,-8.49428e+08,-1.0027e+09,-6.51452e+08
889,-7.10461e+08,-5.77395e+08,-1.00772e+09
890,-4.74194e+08,-7.67942e+08,9.16038e+08
891,-5.36097e+08,-1.13348e+09,8.54238e+08
892,-6.88258e+08,-1.05644e+09,4.25453e+08
893,-7.33682e+08,-1.24541e+09,8.84667e+07
894,-8.89742e+08,-1.31519e+09,1.77855e+08
895,-6.96839e+08,-1.43175e+09,-4.79127e+07
896,-8.15834e+08,-1.28887e+09,-2.379e+08
897,-6.74776e+08,-1.24504e+09,-4.24099e+08
898,-6.91301e+08,-1.18073e+09,-5.80528e+08
899,-5.66433e+08,-1.12818e+09,-9.24293e+08
900,-8.59512e+08,7.52692e+08,7.72657e+08
901,-8.05329e+08,8.77492e+08,4.45054e+08
902,-9.05554e+08,9.31081e+08,3.19453e+08
903,-1.10136e+09,8.98536e+08,6.23077e+07
904,-9.35554e+08,9.99224e+08,3.26376e+07
905,-1.02855e+09,1.3004e+09,-5.24357e+07
906,-9.34731e+08,1.07664e+09,-1.73527e+08
907,-9.95021e+08,8.58653e+08,-3.20167e+08
908,-8.86279e+08,7.44278e+08,-2.84834e+08
909,-5.76238e+08,9.40505e+08,-9.95316e+08
910,-8.67714e+08,4.32927e+08,8.34762e+08
911,-9.88059e+08,5.66788e+08,7.15435e+08
912,-1.02112e+09,6.83366e+08,5.34127e+08
913,-1.2988e+09,6.39603e+08,2.2203e+08
914,-1.37951e+09,6.52869e+08,1.53979e+08
915,-1.35792e+09,7.74514e+08,6.73282e+06
916,-1.2101e+09,8.89659e+08,-3.72932e+08
917,-1.11262e+09,7.7092e+08,-5.31751e+08
918,-8.43699e+08,7.18895e+08,-6.17411e+08
919,-1.03801e+09,5.40241e+08,-7.27831e+08
920,-8.95929e+08,4.03394e+08,1.06477e+09
921,-1.10681e+09,3.4557e+08,7.57392e+08
922,-1.3144e+09,4.89368e+08,4.46343e+08
923,-1.36689e+09,3.19091e+08,1.45262e+08
924,-1.43972e+09,4.08498e+08,3.10292e+08
925,-1.53244e+09,4.24132e+08,-3.155e+07
926,-1.32264e+09,5.61575e+08,-3.381e+08
927,-1.31303e+09,4.81868e+08,-5.95221e+08
928,-1.01846e+09,5.11285e+08,-7.71453e+08
929,-1.02718e+09,2.6067e+08,-8.68044e+08
930,-9.65749e+08,-1.37323e+08,1.60573e+09
931,-1.16494e+09,3.43091e+08,8.24873e+08
932,-1.36612e+09,1.03227e+07,4.63024e+08
933,-1.26163e+09,9.21568e+07,1.86557e+08
934,-1.38166e+09,1.70158e+08,2.93879e+08
935,-1.47943e+09,3.49235e+08,4.13438e+07
936,-1.54991e+09,2.81533e+08,-3.02899e+08
937,-1.28187e+09,5.42415e+08,-6.88619e+08
938,-1.28233e+09,3.37427e+08,-6.82801e+08
939,-1.02336e+09,2.71621e+08,-1.1739e+09
940,-1.05424e+09,1.3072e+07,9.73965e+08
941,-1.40943e+09,-6.06739e+07,9.29016e+08
942,-1.10319e+09,3.34697e+08,-1.18238e+09
943,-1.35866e+09,1.94953e+08,3.82237e+08
944,-1.56088e+09,1.56987e+08,1.16095e+08
945,-1.62738e+09,6.38212e+07,2.13796e+07
946,-1.38266e+09,4.84028e+08,-4.44098e+08
947,-1.33892e+09,8.24014e+07,-6.60147e+08
948,-1.13117e+09,2.3209e+08,-6.73452e+08
949,-1.11026e+09,1.27599e+08,-1.02455e+09
950,-1.3011e+09,-7.71672e+07,1.59895e+09
951,-7.49016e+08,-8.89635e+07,2.12521e+08
952,-1.32405e+09,-9.47934e+07,4.72769e+08
953,-1.19559e+09,1.70524e+08,8.36699e+08
954,-1.68705e+09,8.8463e+07,5.31343e+07
955,-1.53816e+09,-6.16574e+07,42214.2
956,-1.58038e+09,-1.15943e+06,-1.81932e+08
957,-1.38698e+09,-5.56998e+07,-6.93056e+08
958,-1.26462e+09,-2.85955e+07,-9.45314e+08
959,-9.70708e+08,-6.56571e+07,-1.1661e+09
960,-1.02983e+09,-2.15598e+08,1.06767e+09
961,-1.55338e+09,-2.65426e+08,6.15186e+08
962,-1.38258e+09,-2.21365e+08,4.81625e+08
963,-1.644e+09,-2.61278e+08,4.05943e+08
964,-1.35848e+09,-3.22537e+08,8.27441e+07
965,-1.23936e+09,-2.10333e+08,-4.54294e+07
966,-1.40023e+09,-1.24863e+08,-2.75589e+08
967,-1.42744e+09,-3.44791e+08,-4.70695e+08
968,-1.37777e+09,-2.21128e+08,-6.08123e+08
969,-9.34986e+08,-2.02754e+08,-1.12407e+09
970,-1.07747e+09,-4.39635e+08,8.93973e+08
971,-1.20975e+09,-2.59197e+08,6.89555e+08
972,-1.40818e+09,-5.1178e+08,4.70917e+08
973,-1.14478e+09,-4.36055e+08,3.8456e+08
974,-1.57059e+09,-5.64525e+08,4.94905e+07
975,-1.63934e+09,-5.53566e+08,-1.74904e+08
976,-1.35394e+09,-5.79568e+08,-2.84238e+08
977,-1.42747e+09,-3.6127e+08,-5.09187e+08
978,-1.17564e+09,-1.82585e+08,-6.55038e+08
979,-5.97189e+08,4.02952e+07,-9.57985e+08
980,-8.07709e+08,-5.94543e+08,9.31448e+08
981,-1.20425e+09,-6.11926e+08,6.87623e+08
982,-9.36685e+08,-6.85711e+08,2.96493e+08
983,-1.25794e+09,-7.83248e+08,3.4744e+08
984,-1.29805e+09,-7.50995e+08,-1.29782e+08
985,-1.24992e+09,-7.51703e+08,6.30629e+06
986,-1.34195e+09,-7.73731e+08,-1.25475e+08
987,-1.31227e+09,-8.19234e+08,-2.86487e+08
988,-8.71344e+08,-9.26221e+08,-4.99951e+08
989,-1.7756e+09,-1.10554e+09,-8.34568e+08
990,-5.94915e+08,-7.09284e+08,8.02153e+08
991,-7.7049e+08,-9.43923e+08,6.16889e+08
992,-7.45842e+08,-1.09036e+09,3.33089e+08
993,-9.31971e+08,-1.03733e+09,2.77257e+08
994,-1.27913e+09,-9.82093e+08,1.18933e+08
995,-1.14105e+09,-1.24174e+09,-2.49629e+08
996,-9.97926e+08,-9.67179e+08,-1.5327e+08
997,-1.06345e+09,-1.04155e+09,-2.215e+08
998,-8.85582e+08,-9.12495e+08,-3.78268e+08
999,-7.53748e+08,-7.08241e+08,-6.7207e+08
